Episode,Cartpole n°1,Cartpole n°2,Cartpole n°3,Cartpole n°4,Cartpole n°5,Cartpole n°6,Cartpole n°7,Cartpole n°8,Cartpole n°9,Cartpole n°10,Cartpole n°11,Cartpole n°12,Cartpole n°13,Cartpole n°14,Cartpole n°15,Cartpole n°16,Cartpole n°17,Cartpole n°18,Cartpole n°19,Cartpole n°20,Cartpole n°21,Cartpole n°22,Cartpole n°23,Cartpole n°24,Cartpole n°25,Cartpole n°26,Cartpole n°27,Cartpole n°28,Cartpole n°29,Cartpole n°30
200,24.3,24.98,30.42,25.88,34.93,30.99,34.87,30.81,59.79,26.0,46.57,52.31,30.19,24.95,24.09,25.58,63.87,28.04,47.92,35.25,50.61,48.38,48.32,77.36,62.58,48.11,58.75,26.86,24.91,35.03
201,24.23,24.94,30.38,25.62,34.98,31.61,34.83,30.68,59.71,26.08,46.79,53.4,30.21,25.03,24.23,25.67,63.87,27.99,47.95,35.84,51.0,49.57,48.24,77.38,62.62,49.22,58.76,26.95,24.79,35.28
202,24.24,25.05,30.32,25.36,35.67,31.48,34.72,30.68,59.52,26.95,48.19,54.41,30.24,25.18,24.37,25.49,65.41,28.82,47.84,35.77,49.18,49.68,47.88,77.46,62.6,49.03,59.25,27.08,25.44,36.39
203,24.21,25.99,30.51,25.26,35.8,31.59,34.9,30.73,59.86,26.51,48.81,54.83,30.54,25.26,24.33,25.63,65.32,29.23,48.54,35.95,48.78,50.07,47.63,77.34,62.49,48.94,59.13,27.6,26.3,37.0
204,24.37,26.22,30.78,25.21,35.6,31.58,35.03,31.01,59.88,26.44,50.02,55.05,31.14,26.28,24.36,25.49,65.62,30.26,48.73,35.99,48.94,50.3,47.71,79.13,62.27,48.97,58.81,27.42,26.2,37.06
205,24.24,26.45,30.8,25.23,35.97,31.62,35.3,31.0,59.85,26.34,50.31,55.29,31.23,26.25,24.51,26.04,65.62,32.1,49.28,36.63,49.65,50.15,47.91,78.19,62.24,49.14,59.24,27.73,26.76,37.53
206,24.75,26.52,30.79,25.29,37.16,32.32,36.05,30.78,59.69,26.35,50.37,55.5,31.16,26.09,24.58,25.87,66.18,33.7,50.74,36.73,49.91,50.19,47.9,78.31,63.02,48.87,59.1,27.9,27.27,37.41
207,24.22,26.5,30.73,24.92,37.74,32.35,35.75,31.6,59.64,26.26,50.62,56.63,31.29,26.06,24.56,25.93,67.31,33.95,52.12,36.74,50.19,52.57,49.1,78.61,62.89,49.02,60.03,28.21,27.34,38.48
208,24.19,26.48,31.23,25.13,38.24,32.63,35.76,32.16,59.37,26.26,50.56,56.85,30.66,26.0,24.53,25.93,67.71,34.77,53.09,36.8,51.7,53.33,49.09,79.01,62.99,49.54,60.39,30.07,27.64,39.73
209,24.52,25.94,31.24,25.3,38.37,32.63,35.6,32.64,59.99,26.41,50.53,60.78,30.8,26.05,24.96,26.01,68.05,34.51,53.73,36.84,51.51,53.57,49.06,78.42,63.2,49.32,61.07,30.48,27.43,39.58
210,24.2,26.27,31.26,25.27,38.51,33.2,35.15,32.99,59.45,26.83,51.01,60.95,30.7,26.24,25.19,26.0,68.36,36.53,53.61,36.67,51.37,53.56,49.18,77.5,62.74,50.32,60.94,30.98,27.39,40.33
211,24.15,26.47,31.47,25.28,38.89,33.49,35.05,33.3,60.7,26.84,52.19,61.44,30.58,26.18,25.05,26.65,70.09,38.65,53.97,36.03,51.28,53.45,49.24,75.22,62.75,49.95,60.92,32.38,27.39,40.47
212,24.28,26.52,31.52,25.29,38.89,33.95,34.77,34.06,60.75,27.05,52.58,61.51,30.5,26.23,25.45,27.05,70.04,38.6,54.34,35.96,52.96,54.38,50.04,75.06,62.61,51.11,60.86,32.16,27.33,40.6
213,24.19,26.33,31.15,25.39,38.89,34.49,34.65,34.34,61.2,26.97,53.09,61.32,30.69,26.36,25.94,27.67,70.2,38.37,53.95,36.04,53.74,54.53,50.86,74.86,63.55,51.44,60.9,32.27,27.14,40.43
214,24.19,26.4,31.0,25.93,38.96,34.62,34.65,34.47,61.4,27.19,53.59,61.44,30.85,26.54,25.99,27.76,71.41,38.56,53.94,35.63,54.12,55.46,51.11,73.66,62.69,51.25,60.89,32.34,27.16,40.45
215,24.44,26.27,30.9,26.08,41.83,34.74,34.42,34.54,63.0,27.34,53.38,62.26,30.82,26.71,26.47,28.16,71.5,39.5,53.96,35.61,56.29,55.5,50.72,71.43,62.23,51.41,60.37,32.43,27.0,40.12
216,24.55,26.55,30.87,26.18,41.88,34.53,34.27,34.8,63.28,27.36,55.0,62.57,30.59,26.79,26.84,28.19,70.99,39.61,54.16,36.09,56.87,55.65,50.45,72.0,62.12,51.41,60.25,32.8,27.88,40.0
217,24.47,26.31,31.32,25.86,41.99,34.89,34.4,35.61,63.81,27.59,55.01,62.51,30.16,26.8,26.81,28.27,73.07,39.51,54.09,36.59,56.91,55.88,50.31,71.37,61.79,50.58,60.28,33.1,28.13,40.11
218,24.52,26.16,31.67,25.67,42.04,36.46,34.74,35.66,64.49,28.42,56.28,61.8,30.04,26.64,26.87,28.11,72.97,40.23,54.39,37.04,56.86,56.18,50.65,69.5,61.52,50.15,59.59,33.2,27.99,40.37
219,24.74,27.79,30.96,25.56,42.1,36.3,34.75,35.78,65.15,28.37,56.0,61.86,29.93,26.8,26.98,28.33,72.7,41.02,54.48,37.31,57.11,56.32,49.93,69.33,62.46,50.01,58.67,33.11,28.56,40.41
220,24.82,27.88,32.02,25.55,42.93,36.17,34.48,35.46,67.27,28.44,56.29,61.91,30.59,27.34,26.82,28.38,73.22,42.96,54.48,38.05,56.63,56.45,49.77,65.17,63.42,49.96,59.02,33.1,28.74,40.87
221,25.1,28.21,32.47,25.38,42.79,36.6,33.85,35.36,67.82,28.6,56.21,62.05,31.52,27.12,26.68,28.94,73.2,43.71,54.02,38.08,57.73,56.22,49.68,65.16,65.05,49.94,58.57,32.75,28.8,41.72
222,25.22,28.14,32.7,25.16,42.74,36.62,33.82,35.51,67.82,28.69,56.15,61.71,31.55,27.14,26.56,29.39,73.06,45.02,53.99,39.76,58.63,56.72,49.65,64.89,65.73,50.14,58.48,31.81,28.54,42.0
223,25.19,28.82,36.74,25.12,42.67,36.72,34.12,35.34,69.03,29.01,56.26,63.53,31.33,27.14,26.5,29.44,72.67,46.19,54.53,40.17,58.58,56.52,50.47,64.93,67.49,50.68,59.05,32.03,28.47,42.14
224,25.01,29.2,36.97,25.05,42.68,37.17,34.34,35.27,69.35,29.17,57.07,65.24,31.0,27.35,26.4,29.44,72.68,47.06,53.96,40.33,60.49,56.07,50.31,63.06,67.36,50.55,59.17,32.09,28.54,42.26
225,25.06,29.28,37.04,25.14,42.73,37.18,34.39,35.59,70.33,29.09,57.42,65.54,30.96,27.56,26.29,29.34,72.51,47.34,53.48,40.04,61.48,56.6,50.44,62.53,68.95,51.83,59.41,32.09,28.78,42.32
226,25.27,30.4,37.03,25.01,42.7,37.63,33.97,35.71,71.65,29.46,57.79,65.52,31.27,27.97,26.78,29.61,72.27,47.24,53.61,40.04,61.23,56.71,51.14,61.35,69.39,52.52,58.57,32.01,29.12,42.25
227,25.72,32.2,39.25,25.11,43.33,37.64,33.97,36.27,71.74,29.42,60.12,65.73,31.23,27.96,27.45,29.92,71.86,47.26,53.73,39.92,61.57,58.24,51.85,59.36,68.7,52.22,58.72,32.24,29.53,42.12
228,25.2,32.29,41.64,24.89,43.78,39.0,34.61,36.49,72.51,29.41,60.33,67.61,31.15,28.41,27.6,30.3,71.66,46.65,55.27,40.14,61.57,59.39,51.82,58.01,68.65,52.75,58.78,32.0,30.25,42.16
229,25.26,32.44,41.78,24.76,43.97,39.37,34.57,37.46,72.45,29.52,60.32,67.73,31.03,28.58,27.84,30.84,71.32,46.46,55.41,40.96,60.97,60.05,51.97,58.17,69.13,53.08,58.92,31.88,30.37,41.65
230,25.69,32.41,41.64,24.78,44.04,39.77,35.13,37.92,72.17,30.0,61.37,68.72,31.82,28.94,27.81,31.15,71.32,46.24,55.49,41.02,60.47,60.18,51.91,57.43,69.15,52.65,59.05,31.84,30.41,41.72
231,26.42,32.37,41.69,24.35,44.02,39.73,36.02,37.69,72.12,30.1,63.64,68.81,31.82,29.11,28.1,31.28,70.97,46.27,56.05,41.77,60.32,61.05,51.88,55.97,69.44,52.31,59.03,31.97,30.72,41.47
232,26.76,32.6,41.74,26.32,43.93,39.29,36.25,38.48,71.72,30.02,63.89,69.35,31.69,29.04,28.11,31.47,70.66,46.12,56.18,42.94,59.74,61.43,52.39,56.01,69.21,52.78,59.68,32.36,31.09,41.4
233,27.37,32.84,42.06,27.15,43.94,39.17,37.11,38.51,72.99,29.98,64.15,70.0,31.72,29.17,27.99,31.65,70.41,46.93,56.26,43.28,60.05,61.84,52.44,55.2,68.61,53.37,59.55,32.06,31.41,41.37
234,28.25,33.34,42.67,27.48,44.5,39.24,37.59,38.57,75.25,29.89,65.37,70.19,31.93,28.92,27.48,31.96,70.05,47.05,56.57,43.47,59.69,62.7,52.25,55.63,68.65,53.36,59.29,31.89,31.74,41.3
235,28.83,33.78,42.9,27.38,45.22,39.13,38.34,39.86,75.74,29.61,66.09,69.8,31.73,28.81,27.54,32.0,68.55,46.89,57.23,44.25,60.12,62.71,50.43,57.17,68.48,53.72,58.94,31.92,31.72,41.83
236,29.66,35.11,43.39,27.65,45.19,39.5,39.46,40.56,76.42,29.47,67.03,69.66,31.4,28.67,27.73,32.13,68.35,46.78,57.08,44.36,60.26,62.51,49.98,57.94,66.95,54.18,59.02,32.3,31.77,41.73
237,29.92,35.58,44.03,28.17,44.96,39.81,40.79,40.51,76.86,29.83,67.11,69.47,31.12,28.68,27.67,32.38,68.43,46.76,57.15,44.6,60.03,61.29,50.82,57.92,65.6,54.35,59.43,32.62,31.79,42.67
238,29.91,36.69,43.93,27.61,44.06,39.92,40.89,40.59,76.82,29.92,68.89,68.53,31.16,28.68,27.67,32.86,68.4,46.58,57.11,44.84,59.72,61.15,51.9,57.92,65.01,54.25,59.13,32.65,32.05,43.35
239,30.3,37.77,44.17,27.54,44.0,39.65,40.93,40.71,77.83,29.95,68.86,68.41,31.13,28.77,27.62,32.69,68.28,48.48,56.55,45.01,60.13,61.24,52.31,58.27,64.19,54.24,57.07,32.64,32.43,43.78
240,30.27,38.9,43.93,28.5,44.26,39.81,41.48,41.06,77.52,30.03,71.61,68.67,31.87,29.02,27.45,33.31,68.52,49.31,57.22,44.95,59.85,60.69,52.27,58.15,63.58,54.25,56.88,32.65,33.85,44.14
241,30.1,40.0,44.51,28.58,44.14,41.33,41.76,41.48,78.32,29.9,72.93,70.86,32.55,29.02,27.47,34.43,70.32,49.84,57.45,44.86,59.76,61.18,52.23,58.22,63.52,54.22,56.64,32.66,34.29,43.61
242,30.06,40.07,44.56,28.76,44.12,41.94,41.77,41.37,76.93,30.02,74.03,71.31,33.11,30.25,27.48,34.29,71.47,51.96,57.4,44.73,59.67,61.02,52.59,58.42,62.98,54.39,56.06,33.21,35.26,44.24
243,29.94,40.12,44.58,28.58,44.12,44.26,41.63,42.15,77.13,30.04,77.16,72.02,33.15,30.54,27.43,34.04,71.52,51.87,57.15,44.71,59.33,62.28,52.48,58.63,62.65,54.14,55.88,33.25,35.98,44.27
244,29.94,41.15,44.78,28.52,43.98,44.81,41.78,42.93,77.58,30.03,77.58,72.03,33.33,30.84,27.63,33.79,69.34,52.51,57.73,44.85,58.84,63.78,52.69,58.58,62.58,54.51,55.33,33.39,37.15,44.68
245,29.71,43.19,45.04,28.63,44.17,44.91,41.9,43.67,78.34,30.03,78.52,73.15,32.92,31.14,27.33,33.38,71.0,52.43,56.97,44.94,58.78,63.59,52.53,58.57,63.03,55.69,55.28,33.52,37.76,44.7
246,29.54,43.62,45.69,28.43,44.8,45.22,41.89,43.88,78.78,29.54,78.65,73.59,33.21,31.28,27.36,33.37,69.62,52.49,56.96,45.37,58.41,64.01,52.53,58.59,64.32,55.41,57.06,33.54,40.05,44.66
247,29.45,44.15,45.57,28.75,45.16,45.21,42.41,44.96,79.03,29.15,79.49,74.03,33.83,32.61,27.28,33.2,72.85,52.73,57.03,45.3,58.01,63.89,52.91,58.95,64.19,54.68,58.09,34.05,40.07,44.4
248,29.38,44.8,45.49,28.95,45.64,46.16,42.37,45.45,79.64,29.13,79.04,73.96,33.66,32.72,27.19,33.05,74.76,52.7,57.29,45.24,57.83,63.86,52.7,59.13,64.17,54.61,58.54,35.01,40.27,44.32
249,29.31,45.03,45.75,30.06,46.4,46.16,43.43,45.56,79.87,29.12,78.8,76.19,34.22,33.04,27.55,33.18,74.33,52.6,58.39,45.79,57.57,64.81,53.07,58.97,64.04,53.85,58.74,35.22,40.48,44.47
250,29.32,45.31,47.95,29.85,46.68,46.74,44.76,46.18,80.04,29.08,78.73,77.28,34.4,33.31,27.34,33.2,74.52,52.65,58.55,47.21,57.7,63.68,52.54,58.61,63.56,53.47,57.5,35.19,40.51,44.45
251,29.43,45.29,47.97,29.93,46.59,49.17,45.5,46.46,79.92,29.02,78.26,77.69,34.45,33.67,27.19,33.4,74.74,52.96,57.82,47.25,57.56,63.54,52.68,58.76,62.58,54.42,57.43,35.8,41.34,44.91
252,29.71,45.27,47.55,31.53,47.4,51.01,45.63,47.14,78.4,28.98,78.19,77.59,34.9,33.81,27.25,34.46,74.84,53.6,57.59,48.51,59.44,63.59,52.93,58.49,62.8,54.42,57.73,35.92,41.38,44.85
253,30.03,46.56,47.54,31.73,47.49,51.95,45.7,47.18,78.51,29.26,78.18,78.29,34.96,34.68,27.5,35.53,74.82,55.8,57.31,49.17,59.09,63.51,52.9,58.98,61.14,54.3,57.46,37.01,42.93,45.59
254,30.05,46.6,47.59,32.05,47.43,52.05,46.31,47.15,77.72,29.3,78.08,78.94,34.69,35.14,27.5,36.0,74.88,56.16,57.68,49.51,59.17,63.99,52.59,58.4,61.64,54.37,57.55,36.62,43.1,47.08
255,30.89,48.44,47.63,32.04,47.54,53.37,47.9,47.29,76.91,29.26,78.26,79.27,34.53,35.21,27.51,36.55,74.86,56.22,57.63,49.47,61.15,66.03,51.76,59.18,61.54,54.15,57.64,37.21,43.16,47.37
256,32.34,48.46,47.45,32.07,48.09,53.38,49.26,46.91,76.43,29.43,78.27,80.26,34.98,37.02,27.54,38.39,74.91,55.49,57.61,49.88,60.7,66.25,51.72,58.78,61.92,54.1,57.89,37.03,43.07,47.46
257,32.73,49.09,47.39,31.93,49.11,53.74,49.51,46.75,75.54,29.54,78.92,79.96,37.67,37.11,27.41,39.79,76.03,55.59,57.4,51.1,60.95,66.47,52.14,58.2,62.04,54.47,59.55,38.04,43.12,47.41
258,32.61,48.58,46.26,31.93,49.46,53.85,49.57,45.97,75.59,29.57,78.97,79.57,38.93,39.21,27.53,39.99,77.83,56.32,57.43,51.19,60.8,66.42,51.96,58.01,61.97,54.47,60.82,38.19,42.81,47.2
259,33.59,48.86,46.36,31.87,49.31,53.98,50.77,45.75,76.29,29.8,79.09,78.74,39.06,39.71,27.42,40.39,77.7,56.32,57.22,51.09,60.33,66.66,51.89,60.11,62.15,55.03,61.04,38.73,42.47,47.3
260,33.96,48.39,46.47,31.76,50.14,54.05,52.66,46.72,76.52,29.55,79.24,77.52,40.12,41.19,27.35,40.51,78.2,56.32,56.86,52.98,60.96,66.79,51.81,60.2,62.35,55.35,61.24,38.76,42.54,48.06
261,34.02,49.46,48.11,31.78,50.78,54.49,52.5,46.94,77.48,29.43,78.95,77.71,40.23,43.45,27.24,42.35,77.95,57.21,56.49,53.65,60.98,66.72,51.9,61.72,62.04,55.82,61.68,39.12,43.39,48.06
262,34.33,49.92,47.9,31.89,51.92,54.75,53.83,47.07,77.81,29.36,79.08,78.3,40.27,43.65,27.59,44.59,79.3,57.57,55.57,53.66,61.2,67.79,51.82,62.53,61.17,55.78,63.37,39.73,44.3,48.83
263,34.88,51.0,48.34,31.89,51.7,54.86,53.41,47.76,77.46,29.76,79.79,78.43,40.95,44.38,27.59,44.79,79.39,58.72,55.25,55.27,60.39,69.5,51.94,61.91,61.21,55.71,64.01,40.42,44.1,49.26
264,37.22,51.41,48.19,31.86,52.45,56.46,53.44,48.11,78.49,29.64,79.78,79.59,41.12,44.7,28.4,45.01,80.42,58.76,56.24,56.35,59.62,70.0,52.45,59.08,58.59,54.63,65.82,40.81,44.35,49.19
265,37.65,51.77,48.48,32.09,53.38,57.47,58.26,48.26,78.04,29.44,79.68,78.89,41.07,44.8,28.4,45.04,82.29,59.13,55.56,56.38,60.16,70.14,52.42,59.03,58.52,55.18,65.52,41.56,44.2,49.17
266,37.71,51.8,49.12,32.26,54.12,58.0,60.34,48.99,78.46,29.52,79.66,78.93,41.2,44.4,28.15,44.88,83.81,59.08,55.18,56.53,60.42,70.03,52.58,59.15,58.73,56.15,65.9,41.66,45.34,49.32
267,39.0,53.05,48.86,32.52,54.59,57.53,60.98,48.95,79.11,29.42,79.07,79.36,41.74,47.27,28.25,44.97,83.54,61.37,55.13,57.79,61.4,69.51,53.54,59.78,58.7,57.63,65.91,42.43,47.18,49.36
268,39.14,54.47,49.41,32.67,54.93,57.23,61.43,49.01,80.45,30.12,78.98,80.29,43.33,48.54,28.13,44.91,83.97,61.46,54.12,57.74,59.93,70.26,53.81,60.15,58.27,57.66,65.26,42.92,47.51,52.74
269,39.76,54.96,49.29,32.72,55.59,57.02,61.92,51.36,78.99,30.47,77.63,80.97,43.23,50.9,27.95,45.0,84.19,61.26,53.58,57.44,60.07,70.19,53.89,60.85,58.17,57.2,65.0,43.09,47.71,52.72
270,40.02,55.18,49.45,33.07,56.08,57.08,62.83,51.6,79.22,30.37,77.8,80.0,46.14,53.0,28.0,45.04,86.05,61.5,52.93,57.54,60.7,71.13,54.08,60.76,58.25,57.31,65.07,43.52,49.22,52.69
271,40.17,55.33,50.37,32.95,56.04,56.93,62.77,51.72,79.1,30.01,79.23,80.03,46.62,53.48,28.12,45.24,85.72,61.15,52.28,57.53,61.22,70.24,55.59,60.11,55.74,56.73,66.25,43.66,51.19,52.7
272,40.17,55.34,50.58,33.1,56.13,57.76,63.0,51.73,77.39,29.34,79.63,81.08,46.57,53.55,28.29,46.6,84.9,61.37,52.18,58.4,61.84,72.59,55.94,58.84,55.03,55.74,65.92,43.79,51.28,52.95
273,41.05,55.82,51.61,33.11,56.81,58.12,62.87,51.98,78.87,29.26,81.22,81.02,47.18,54.83,27.94,46.92,85.01,61.58,52.23,58.29,61.89,72.98,56.13,58.17,54.9,55.72,65.92,43.7,52.11,52.9
274,42.22,56.05,51.98,33.01,56.75,57.77,62.88,51.97,78.85,29.28,79.91,81.11,47.39,55.64,27.87,47.27,84.0,61.99,54.95,57.54,62.26,73.38,56.11,58.14,55.45,56.35,64.56,44.03,52.34,53.59
275,42.15,56.55,52.0,33.14,57.09,57.92,62.83,52.04,80.92,29.48,80.54,82.82,49.87,56.29,27.73,47.3,84.01,62.61,55.83,57.66,61.87,73.22,53.87,58.91,55.37,55.94,63.83,43.86,52.6,53.86
276,42.59,57.06,52.52,33.23,58.63,57.65,62.96,53.44,80.72,29.0,79.92,82.42,51.14,56.99,27.54,49.23,83.86,64.48,55.85,57.91,62.67,73.36,53.59,58.69,56.67,56.4,64.21,43.89,52.69,54.1
277,42.64,57.5,52.79,34.51,58.61,56.95,62.93,53.68,81.93,29.37,78.67,83.18,51.06,57.43,27.59,49.79,84.49,65.69,56.26,58.4,63.35,73.33,54.08,58.67,56.77,56.51,63.88,43.63,52.95,54.28
278,42.69,57.63,52.88,34.57,58.7,57.44,63.28,55.84,82.46,29.52,78.29,84.82,51.92,59.96,27.38,50.27,83.88,67.43,56.89,58.68,63.44,73.82,52.43,58.17,54.64,56.21,63.53,43.5,53.34,54.05
279,42.75,58.29,52.8,34.62,58.72,57.19,63.19,56.73,82.02,29.41,78.32,84.58,53.06,61.59,27.2,51.06,83.14,67.56,56.88,58.62,63.6,74.87,51.6,58.64,54.22,56.15,62.53,44.09,53.58,53.88
280,42.22,58.92,52.81,34.69,58.89,57.94,63.73,57.26,81.27,30.11,79.0,84.78,54.51,61.7,26.99,51.21,85.09,67.91,57.5,58.94,64.34,70.39,53.11,58.58,53.85,56.1,62.27,44.21,53.8,53.99
281,42.3,59.1,52.69,34.73,59.52,58.41,63.93,57.31,78.53,30.7,77.94,84.67,55.81,62.53,26.72,52.27,85.18,68.12,57.91,57.96,64.49,70.47,53.04,59.55,54.25,56.36,60.06,44.23,54.09,52.69
282,42.32,59.33,52.8,34.76,59.72,58.07,64.12,58.29,79.33,30.58,77.14,84.52,56.07,63.45,26.01,53.49,85.39,68.21,60.1,56.67,63.97,70.42,52.43,60.82,54.12,56.73,57.14,44.11,54.15,52.08
283,43.24,59.61,52.78,34.85,59.33,58.98,64.0,59.77,81.1,30.24,78.08,84.41,56.05,64.87,26.02,54.24,85.35,69.33,60.12,57.02,64.52,70.45,51.69,61.29,54.74,57.93,56.81,44.37,54.73,51.31
284,43.63,60.74,52.79,34.9,59.37,58.75,64.73,59.82,80.77,34.01,78.15,86.65,56.43,65.4,26.08,54.17,83.07,69.63,60.2,57.2,65.14,71.03,52.32,61.51,54.92,57.9,55.41,45.61,54.9,50.67
285,44.08,61.43,52.5,35.0,59.88,58.91,64.93,59.85,80.07,35.2,77.99,85.55,56.56,66.02,25.98,54.34,83.31,70.31,60.07,56.95,64.81,72.3,52.78,61.34,53.69,56.08,55.18,46.23,54.93,50.3
286,44.3,61.65,53.15,36.56,59.6,58.9,66.02,59.84,77.75,37.87,77.57,85.5,56.84,66.18,26.17,54.23,82.75,70.58,60.13,59.4,63.64,71.7,53.49,60.59,53.01,56.11,55.13,45.85,55.11,50.89
287,45.67,61.81,53.0,36.5,57.8,58.68,67.85,60.39,78.06,38.66,77.69,84.41,57.35,66.31,28.43,54.07,80.76,72.16,59.5,59.43,64.47,72.19,53.4,58.77,54.12,56.6,55.36,45.96,55.15,53.51
288,45.82,62.72,52.99,36.91,57.73,59.61,68.71,60.42,77.38,39.46,76.73,83.56,57.75,66.15,29.99,53.99,81.66,72.4,59.6,59.51,63.85,73.24,52.38,58.79,54.29,57.03,54.22,46.72,54.78,53.44
289,45.83,63.01,52.95,36.94,56.78,59.68,69.16,60.73,77.38,40.91,77.15,84.01,58.53,65.98,29.98,54.52,81.84,72.77,59.03,59.64,63.73,73.48,52.77,58.45,54.51,56.46,54.1,46.58,54.67,52.56
290,45.85,63.45,53.08,36.92,56.88,59.65,68.87,59.01,76.3,40.83,78.15,84.09,58.54,66.52,31.14,54.28,81.76,73.07,58.76,59.83,63.69,73.62,53.94,58.41,54.77,56.3,52.5,46.55,54.71,54.17
291,45.86,64.28,53.27,37.23,56.93,59.92,69.51,60.21,76.91,40.93,78.06,83.52,58.47,66.78,31.23,54.21,82.19,74.61,57.78,61.0,63.26,72.68,53.6,57.18,54.72,56.85,52.83,46.46,55.13,56.14
292,45.87,64.88,53.39,37.43,56.99,59.65,69.7,60.09,76.64,40.96,74.92,84.89,60.09,66.55,30.9,53.64,82.21,74.9,57.45,60.06,62.82,72.09,55.36,57.18,54.91,58.11,53.09,47.15,55.32,55.88
293,47.32,64.28,53.37,37.82,57.06,59.63,69.54,59.92,76.36,40.98,74.74,85.61,60.28,66.55,30.7,53.54,82.16,74.61,57.62,60.87,62.66,72.7,56.5,56.95,54.47,57.39,52.54,47.96,56.17,55.89
294,47.63,64.07,53.17,39.73,57.0,60.1,69.68,60.38,76.75,40.8,74.62,85.21,60.42,67.04,31.95,53.44,81.52,74.95,56.53,59.75,62.0,70.79,56.85,57.53,54.03,58.46,52.22,49.6,56.99,56.19
295,47.83,63.36,53.13,42.24,57.1,59.98,70.19,60.24,77.53,40.98,76.23,87.56,60.74,67.83,31.91,53.13,79.48,74.98,57.12,59.73,61.18,69.88,56.94,57.82,54.6,56.63,52.34,49.5,59.69,56.33
296,51.43,63.43,52.88,42.61,57.54,60.46,68.66,60.26,78.57,40.91,76.57,86.18,61.45,68.73,31.98,52.62,78.87,74.87,56.58,59.52,60.97,69.37,57.03,57.8,55.04,56.82,52.06,49.77,60.09,56.3
297,51.89,63.63,52.8,42.68,57.17,60.41,68.82,60.69,78.42,40.87,78.5,86.25,60.69,68.49,32.65,52.97,80.01,74.77,56.86,58.2,61.29,69.52,58.58,57.59,55.17,56.83,52.29,50.16,59.44,56.39
298,52.24,63.83,52.8,42.44,56.71,60.13,68.25,60.44,78.06,41.18,80.51,83.3,60.54,70.71,32.69,53.04,79.83,74.71,56.96,57.58,62.19,68.45,58.38,55.59,55.27,55.3,53.45,50.37,59.29,54.6
299,52.67,64.52,52.63,42.02,54.45,60.01,72.23,59.88,78.41,41.25,81.92,83.08,62.2,74.09,33.01,53.65,80.03,75.17,56.9,57.44,62.83,69.8,58.65,55.43,55.41,54.47,53.52,50.45,60.42,53.94
300,53.09,65.37,52.55,42.88,53.79,59.74,71.87,61.09,77.44,42.18,80.43,84.53,62.3,74.36,33.34,53.95,79.96,75.28,59.85,57.22,62.89,70.01,59.44,55.89,55.55,54.86,53.18,50.08,60.64,53.53
301,54.29,65.31,52.52,43.61,53.6,60.43,71.85,61.95,78.02,42.57,80.09,84.9,62.38,74.24,33.37,54.0,80.45,75.39,59.8,56.81,63.61,69.12,59.43,55.86,56.46,53.69,53.5,50.51,60.82,54.37
302,54.72,66.33,52.58,43.67,52.74,60.38,71.83,62.01,78.2,41.93,80.09,84.42,62.9,74.23,34.43,55.31,79.87,74.63,59.79,57.08,64.53,69.12,59.78,56.99,56.5,54.19,53.58,50.8,60.49,53.45
303,54.95,65.69,52.6,44.63,52.57,60.21,71.85,63.2,77.59,42.39,80.83,83.98,64.11,74.14,34.49,55.49,81.55,76.46,59.47,57.03,64.13,68.56,59.9,59.23,57.19,54.09,53.7,52.93,59.36,53.0
304,55.09,65.67,52.6,44.55,52.68,61.59,71.7,63.16,77.71,44.21,81.58,84.49,63.34,73.43,34.52,55.8,82.92,75.28,59.64,57.84,63.84,68.21,60.82,57.37,57.35,54.33,53.72,53.01,60.37,53.32
305,55.38,65.7,52.71,46.9,52.15,61.9,72.6,63.13,78.91,45.4,82.14,84.47,63.24,74.4,34.3,55.01,83.22,71.88,59.15,57.8,63.14,68.66,61.01,57.47,57.52,54.38,54.13,52.91,59.77,53.1
306,54.87,65.79,52.72,47.0,50.9,62.39,72.4,63.38,78.96,45.67,83.1,83.79,63.32,74.23,34.78,56.15,83.56,70.95,57.86,58.6,62.65,69.42,60.92,57.02,57.16,55.21,54.2,53.28,59.18,53.45
307,55.79,65.98,52.77,47.49,50.34,64.27,72.31,62.57,79.1,46.99,83.18,83.89,63.27,75.53,34.75,56.33,82.64,70.9,57.28,59.75,64.08,67.7,59.87,56.21,58.44,55.86,53.26,53.27,59.24,52.54
308,55.88,66.02,53.18,47.19,49.8,64.19,72.27,62.17,80.11,48.09,84.13,85.16,63.53,75.76,35.05,57.92,82.85,70.21,56.41,60.03,62.59,67.06,60.29,55.35,58.7,55.79,53.21,51.65,59.73,51.54
309,55.51,66.64,53.22,47.78,49.86,65.09,72.03,61.93,79.26,49.06,84.8,81.28,63.84,78.38,34.95,57.91,82.64,70.24,56.03,60.14,62.67,67.88,61.36,55.49,59.52,55.78,52.4,51.02,59.62,52.4
310,55.25,68.26,53.49,47.93,50.09,64.59,72.44,61.8,79.03,48.93,84.75,82.71,65.13,79.62,34.84,57.68,82.47,68.27,57.74,60.91,62.62,68.68,60.8,57.61,59.71,54.88,53.92,50.59,60.89,52.2
311,55.69,68.48,53.52,48.07,50.25,64.61,73.71,61.43,79.7,49.35,83.84,82.24,65.47,79.63,34.96,56.69,81.11,66.16,57.22,61.3,63.0,69.19,60.96,58.28,59.31,55.29,53.87,50.63,62.19,53.06
